latitude,longitude,town,postcode,epci,county,weight
46.62496,0.28819,201.0,86440.0,82.0,12.0,1.6393425238600212
46.62443,0.28873000000000004,201.0,86440.0,82.0,12.0,1.6393425238600212
45.00954,1.08799,266.0,24290.0,58.0,6.0,1.7650936726758573
45.25883,-0.40951000000000004,87.0,17130.0,56.0,2.0,5.5415164369035
44.73376,-0.21647000000000002,31.0,33760.0,80.0,7.0,21.75782962177448
45.29926,-0.11232,121.0,16480.0,59.0,1.0,27.59029692470838
44.97393,-0.42614,95.0,33240.0,68.0,7.0,21.772923294450337
44.67833,-0.57535,304.0,33650.0,50.0,7.0,22.062707670554968
45.24531,-0.46274000000000004,102.0,33860.0,31.0,7.0,21.793814068575468
44.67814,-0.57498,304.0,33650.0,50.0,7.0,22.062707670554968
44.89122,-0.7129700000000001,275.0,33160.0,1.0,7.0,22.763626723223755
46.15729,-1.08173,234.0,17180.0,10.0,2.0,5.626882290562036
46.17821,-1.01552,297.0,17220.0,10.0,2.0,5.626882290562036
44.94116,-0.47375000000000006,7.0,33440.0,1.0,7.0,22.766525273948393
45.01224,-0.39406,21.0,33240.0,68.0,7.0,21.7700247437257
45.17422,1.58717,192.0,19360.0,13.0,3.0,0.3728172499116295
44.84994,-0.7427400000000001,218.0,33160.0,1.0,7.0,22.772322375397668
45.24419,-0.47367000000000004,102.0,33860.0,31.0,7.0,21.793814068575468
45.24596,-0.46846000000000004,102.0,33860.0,31.0,7.0,21.793814068575468
45.24624,-0.46747000000000005,102.0,33860.0,31.0,7.0,21.793814068575468
44.99032,-0.12119,171.0,33570.0,69.0,7.0,21.693955461293744
44.9577,-0.59694,226.0,33290.0,1.0,7.0,22.778119476846943
45.05538,-0.1479,91.0,33230.0,19.0,7.0,22.099293036408625
45.62805,0.52583,333.0,24360.0,73.0,6.0,1.7650936726758573
44.92795,-0.7472000000000001,251.0,33160.0,1.0,7.0,22.760728172499118
45.59652,-0.7910600000000001,318.0,17260.0,48.0,2.0,5.468345705196183
44.85824,-0.33917,260.0,33750.0,19.0,7.0,22.1050901378579
45.25598,-0.49795000000000006,195.0,33860.0,53.0,7.0,21.706150583244963
44.86222,-0.29873000000000005,223.0,33750.0,19.0,7.0,22.099293036408625
44.86212,-0.2982,223.0,33750.0,19.0,7.0,22.099293036408625
44.96272,-0.6251500000000001,226.0,33290.0,1.0,7.0,22.778119476846943
44.9627,-0.6245200000000001,226.0,33290.0,1.0,7.0,22.778119476846943
45.253,-0.42634000000000005,102.0,33860.0,31.0,7.0,21.793814068575468
45.25801,-0.42979000000000006,102.0,33860.0,31.0,7.0,21.793814068575468
44.94252,-0.46279000000000003,265.0,33450.0,76.0,7.0,21.827500883704488
44.88215,-0.31037000000000003,334.0,33870.0,19.0,7.0,22.102191587133262
45.21716,0.63124,137.0,24350.0,5.0,6.0,1.841162955107812
45.83189,-0.5897,132.0,17770.0,45.0,2.0,5.456150583244963
44.95364,-0.24441000000000002,172.0,33500.0,19.0,7.0,22.11668434075645
44.33426,0.33469000000000004,222.0,47190.0,65.0,10.0,1.181760339342524
44.92754,-0.96457,296.0,33680.0,38.0,7.0,21.71834570519618
44.74631,-0.65863,62.0,33610.0,29.0,7.0,21.815906680805938
44.98046,-0.42089000000000004,249.0,33240.0,68.0,7.0,21.76712619300106
45.74717,0.6048,164.0,16310.0,47.0,1.0,27.651272534464475
45.71484,0.18134,67.0,16430.0,14.0,1.0,29.26852244609403
45.07678,-0.35165,194.0,33620.0,31.0,7.0,21.77932131495228
45.21204,-0.8099400000000001,286.0,33250.0,36.0,7.0,21.681760339342524
45.09202,-0.3654,155.0,33620.0,31.0,7.0,21.782219865676918
45.58939,-0.9638800000000001,198.0,17132.0,7.0,2.0,5.52932131495228
44.90572,-0.5221,29.0,33530.0,1.0,7.0,22.75782962177448
44.90445,-0.5222100000000001,29.0,33530.0,1.0,7.0,22.75782962177448
45.64715,-1.11063,278.0,17420.0,7.0,2.0,5.532219865676917
44.79429,-0.5536,51.0,33130.0,1.0,7.0,22.763626723223755
45.09925,-0.09565000000000001,64.0,33230.0,19.0,7.0,22.099293036408625
44.77277,-0.5826100000000001,336.0,33140.0,1.0,7.0,22.78101802757158
44.94157,-0.40561,265.0,33450.0,76.0,7.0,21.827500883704488
44.75985,-0.60072,118.0,33170.0,1.0,7.0,22.763626723223755
45.1892,0.72757,328.0,24000.0,5.0,6.0,1.8382644043831744
45.10662,-0.07163,64.0,17360.0,19.0,7.0,22.099293036408625
45.1795,1.11266,284.0,24210.0,78.0,6.0,1.7650936726758573
45.03722,-0.7229500000000001,312.0,33460.0,37.0,7.0,21.76712619300106
46.16012,1.7927300000000002,135.0,23000.0,17.0,4.0,1.0882644043831744
44.85235,-0.72984,275.0,33160.0,1.0,7.0,22.763626723223755
44.67973,-0.5712700000000001,136.0,33650.0,50.0,7.0,22.103287380699896
44.68395,-0.5593600000000001,136.0,33650.0,50.0,7.0,22.103287380699896
44.77116,-0.15358000000000002,131.0,33420.0,25.0,7.0,21.75782962177448
44.76209,-0.60199,118.0,33170.0,1.0,7.0,22.763626723223755
46.19086,1.9509400000000001,5.0,23380.0,17.0,4.0,1.0882644043831744
44.89216,-0.7137300000000001,275.0,33160.0,1.0,7.0,22.763626723223755
44.68007,-0.57225,136.0,33650.0,50.0,7.0,22.103287380699896
44.68083,-0.88682,35.0,33380.0,12.0,7.0,21.730540827147404
44.91177,-0.34987,128.0,33450.0,19.0,7.0,22.1050901378579
44.8501,-0.7287600000000001,275.0,33160.0,1.0,7.0,22.763626723223755
44.90706,-0.6887800000000001,168.0,33320.0,1.0,7.0,22.763626723223755
45.14089,-0.0013900000000000002,143.0,24490.0,72.0,6.0,1.7894839165782963
45.40647,0.09852000000000001,89.0,16190.0,32.0,1.0,27.64487451396253
44.70137,-1.04962,153.0,,12.0,7.0,21.730540827147404
43.11675,-0.34638,186.0,64260.0,57.0,11.0,0.9317603393425238
44.90347,-0.69123,168.0,33320.0,1.0,7.0,22.763626723223755
44.7614,-0.6358,118.0,33170.0,1.0,7.0,22.763626723223755
44.88108,-0.37288000000000004,34.0,33750.0,76.0,7.0,21.818805231530575
44.94208,-0.6079300000000001,226.0,33290.0,1.0,7.0,22.778119476846943
44.90044,-0.6958300000000001,168.0,33320.0,1.0,7.0,22.763626723223755
44.77353,-0.5465300000000001,336.0,33140.0,1.0,7.0,22.78101802757158
44.14083,0.7604200000000001,285.0,47270.0,40.0,10.0,1.181760339342524
45.70803,0.25302,67.0,16430.0,14.0,1.0,29.26852244609403
46.57784,0.35019,231.0,86000.0,82.0,12.0,1.6306468716861082
45.16489,-0.5060600000000001,252.0,33920.0,46.0,7.0,21.681760339342524
44.68954,-0.5752,136.0,33650.0,50.0,7.0,22.103287380699896
43.67206,-1.42638,310.0,40150.0,33.0,9.0,0.8045775892541535
44.77944,-0.63993,118.0,33170.0,1.0,7.0,22.763626723223755
45.64492,0.12267000000000002,11.0,16000.0,14.0,1.0,29.285913750441853
44.93418,-0.71345,251.0,33160.0,1.0,7.0,22.760728172499118
44.86423,0.5088100000000001,33.0,24100.0,3.0,6.0,1.7650936726758573
44.78051,-0.49910000000000004,157.0,33360.0,62.0,7.0,21.724142806645457
44.8007,-0.7763100000000001,262.0,33127.0,29.0,7.0,21.82460233297985
44.28209,0.7603800000000001,154.0,47340.0,18.0,10.0,1.2363379285966773
46.55746,-0.59736,161.0,79240.0,44.0,5.0,0.18176033934252386
46.87146,0.33496000000000004,224.0,86230.0,4.0,12.0,1.5545775892541533
44.77921,-0.47162000000000004,96.0,33360.0,62.0,7.0,21.71834570519618
44.28241,0.75926,154.0,47340.0,18.0,10.0,1.2363379285966773
46.87491,0.33844,224.0,86230.0,4.0,12.0,1.5545775892541533
45.10424,-0.36373000000000005,155.0,33620.0,31.0,7.0,21.782219865676918
44.61353,-0.5263500000000001,53.0,33650.0,50.0,7.0,22.05980911983033
44.17625,0.6232300000000001,44.0,47550.0,9.0,10.0,1.2363379285966773
44.88571,-0.66715,104.0,33320.0,1.0,7.0,22.754931071049842
44.79494,-0.61072,229.0,33600.0,1.0,7.0,22.76942382467303
44.92948,-0.45543000000000006,265.0,33450.0,76.0,7.0,21.827500883704488
44.9284,-0.45336000000000004,265.0,33450.0,76.0,7.0,21.827500883704488
44.73393,-0.5138,54.0,33140.0,50.0,7.0,22.068504772004243
44.94731,-0.23973000000000003,176.0,33500.0,19.0,7.0,22.102191587133262
44.94914,-0.24105000000000001,176.0,33500.0,19.0,7.0,22.102191587133262
44.79476,-0.68317,229.0,33600.0,1.0,7.0,22.76942382467303
44.88636,-0.50831,182.0,33310.0,1.0,7.0,22.75782962177448
44.88172,-0.48927000000000004,344.0,33370.0,76.0,7.0,21.821703782255213
44.77882,-0.49622000000000005,157.0,33360.0,62.0,7.0,21.724142806645457
44.89263,-0.45743000000000006,344.0,33370.0,76.0,7.0,21.821703782255213
44.89256,-0.47538,294.0,33560.0,76.0,7.0,21.815906680805938
44.88739,-0.45968000000000003,344.0,33370.0,76.0,7.0,21.821703782255213
46.93893,0.6316700000000001,174.0,86220.0,4.0,12.0,1.5516790385295158
44.78356,-0.5403,336.0,33140.0,1.0,7.0,22.78101802757158
44.82229,-0.24181000000000002,320.0,33420.0,19.0,7.0,22.096394485683987
44.8151,-0.32971,27.0,33750.0,66.0,7.0,21.74563449982326
42.92691,-0.65175,175.0,64490.0,70.0,11.0,0.9317603393425238
44.78609,-0.5599900000000001,51.0,33130.0,1.0,7.0,22.763626723223755
44.88838,-0.5837600000000001,47.0,33520.0,1.0,7.0,22.75782962177448
44.86841,-0.50266,17.0,33370.0,1.0,7.0,22.760728172499118
44.79524,-0.5958,315.0,33400.0,1.0,7.0,22.754931071049842
44.18947,0.47801000000000005,205.0,47600.0,22.0,10.0,1.181760339342524
44.76013,-0.16772,185.0,33760.0,80.0,7.0,21.754931071049842
44.7616,-0.36188000000000003,257.0,33670.0,66.0,7.0,21.7485330505479
44.75894,-0.35164,94.0,33670.0,66.0,7.0,21.742735949098623
44.76284,-0.35908,257.0,33670.0,66.0,7.0,21.7485330505479
44.76305,-0.36001000000000005,257.0,33670.0,66.0,7.0,21.7485330505479
44.79832,-0.51404,157.0,33360.0,62.0,7.0,21.724142806645457
43.65611,-1.43629,310.0,40150.0,33.0,9.0,0.8045775892541535
44.1679,0.65451,44.0,47550.0,9.0,10.0,1.2363379285966773
44.89197,-0.54146,41.0,33300.0,1.0,7.0,22.778119476846943
44.51281,-0.7504500000000001,30.0,33830.0,79.0,7.0,21.7090491339696
44.70295,0.35952,295.0,24500.0,51.0,6.0,1.7650936726758573
44.90397,-0.3178,334.0,33870.0,19.0,7.0,22.102191587133262
44.77812,-0.5595,336.0,33140.0,1.0,7.0,22.78101802757158
44.77895,-0.55893,336.0,33140.0,1.0,7.0,22.78101802757158
44.88134,-0.017830000000000002,32.0,33350.0,69.0,7.0,21.693955461293744
46.29932,-1.10785,71.0,17230.0,23.0,2.0,5.522322375397667
44.91108,-0.35137,128.0,33450.0,19.0,7.0,22.1050901378579
44.32624,-1.1437599999999999,112.0,40160.0,61.0,9.0,0.7650936726758572
44.95581,-0.25147,172.0,33500.0,19.0,7.0,22.11668434075645
45.21327,-0.33575000000000005,50.0,17210.0,56.0,2.0,5.5415164369035
45.0076,-0.14523000000000003,1.0,33230.0,19.0,7.0,22.099293036408625
44.78032,-0.6516500000000001,229.0,33600.0,1.0,7.0,22.76942382467303
45.02495,-0.12940000000000002,91.0,33230.0,19.0,7.0,22.099293036408625
45.84199,-0.7059300000000001,92.0,17350.0,26.0,2.0,5.431760339342524
44.89777,-0.24141,176.0,33500.0,19.0,7.0,22.102191587133262
44.48821,0.29244000000000003,36.0,47200.0,8.0,10.0,1.181760339342524
44.77679,-0.7954300000000001,262.0,33127.0,29.0,7.0,21.82460233297985
44.43573,0.7089000000000001,337.0,47300.0,18.0,10.0,1.230540827147402
44.80064,-0.7085800000000001,229.0,33600.0,1.0,7.0,22.76942382467303
44.80064,-0.7085800000000001,229.0,33600.0,1.0,7.0,22.76942382467303
44.92778,-0.52851,7.0,33440.0,1.0,7.0,22.766525273948393
44.79474,-0.5550400000000001,51.0,33130.0,1.0,7.0,22.763626723223755
44.84675,-0.59448,41.0,33000.0,1.0,7.0,22.778119476846943
44.86073,-0.50232,17.0,33370.0,1.0,7.0,22.760728172499118
44.86074,-0.50227,17.0,33370.0,1.0,7.0,22.760728172499118
44.79125,-0.53198,51.0,33130.0,1.0,7.0,22.763626723223755
44.9351,-0.62051,38.0,33290.0,1.0,7.0,22.78391657829622
44.19492,0.5443100000000001,293.0,47310.0,9.0,10.0,1.230540827147402
44.3111,0.71918,204.0,47340.0,18.0,10.0,1.230540827147402
45.02387,-0.68998,55.0,33460.0,37.0,7.0,21.76712619300106
44.78872,-0.52732,336.0,33140.0,1.0,7.0,22.78101802757158
44.80476,-0.7596600000000001,262.0,33127.0,29.0,7.0,21.82460233297985
44.6259,-1.01497,169.0,33470.0,2.0,7.0,21.693955461293744
44.97983,-0.34572,342.0,33240.0,67.0,7.0,21.71834570519618
45.79378,-0.5635300000000001,341.0,17100.0,11.0,2.0,5.480540827147402
44.88713,-0.5573600000000001,41.0,33300.0,1.0,7.0,22.778119476846943
44.80097,-0.7734500000000001,262.0,33127.0,29.0,7.0,21.82460233297985
44.89028,-0.5574800000000001,41.0,33300.0,1.0,7.0,22.778119476846943
46.30047,-1.09111,71.0,17230.0,23.0,2.0,5.522322375397667
46.3034,-1.08803,71.0,17230.0,23.0,2.0,5.522322375397667
46.30608,-1.08718,71.0,17230.0,23.0,2.0,5.522322375397667
46.31126,-1.1022,71.0,17230.0,23.0,2.0,5.522322375397667
46.3017,-1.09299,71.0,17230.0,23.0,2.0,5.522322375397667
46.30073,-1.0911,71.0,17230.0,23.0,2.0,5.522322375397667
44.97059,-0.24908000000000002,172.0,33500.0,19.0,7.0,22.11668434075645
44.74257,-0.5151800000000001,54.0,33140.0,50.0,7.0,22.068504772004243
44.74324,-0.52256,54.0,33140.0,50.0,7.0,22.068504772004243
44.83312,-0.5498200000000001,41.0,33100.0,1.0,7.0,22.778119476846943
44.9647,-0.25477,172.0,33500.0,19.0,7.0,22.11668434075645
44.93698,-0.61799,38.0,33290.0,1.0,7.0,22.78391657829622
44.938,-0.6239,38.0,33290.0,1.0,7.0,22.78391657829622
44.89445,-0.58408,47.0,33520.0,1.0,7.0,22.75782962177448
44.87185,-0.57591,41.0,33300.0,1.0,7.0,22.778119476846943
45.66218,-0.08086,288.0,16120.0,15.0,1.0,28.236638388123012
45.67561,-0.21932000000000001,42.0,16200.0,15.0,1.0,28.23953693884765
45.91204,-0.10593000000000001,26.0,16140.0,27.0,1.0,27.700053022269355
45.57726,0.23356000000000002,321.0,16410.0,14.0,1.0,29.254029692470837
45.47086,-0.20307000000000003,28.0,16300.0,59.0,1.0,27.59029692470838
45.84295,0.30905000000000005,332.0,16230.0,27.0,1.0,27.70585012371863
44.87197,-0.5036,182.0,33310.0,1.0,7.0,22.75782962177448
45.86818,0.28551000000000004,332.0,16230.0,27.0,1.0,27.70585012371863
44.93845,-0.45387000000000005,265.0,33450.0,76.0,7.0,21.827500883704488
43.28135,-0.34098,37.0,64320.0,6.0,11.0,0.9561505832449628
45.51079,-0.13497,274.0,16300.0,59.0,1.0,27.59029692470838
45.74443,-0.37235,77.0,16370.0,15.0,1.0,28.2511311417462
45.96563,0.24252,335.0,16700.0,43.0,1.0,27.538016967126193
45.64146,0.13999,11.0,16000.0,14.0,1.0,29.285913750441853
45.17358,1.48697,329.0,19270.0,13.0,3.0,0.3728172499116295
44.78104,-0.54829,336.0,33140.0,1.0,7.0,22.78101802757158
45.63731,0.20999,313.0,16800.0,14.0,1.0,29.26272534464475
44.63053,-0.48356000000000005,287.0,33650.0,50.0,7.0,22.062707670554968
44.77913,-0.55857,336.0,33140.0,1.0,7.0,22.78101802757158
45.22349,0.08293,283.0,16210.0,32.0,1.0,27.641975963237893
45.23305,0.07499,283.0,16210.0,32.0,1.0,27.641975963237893
44.74293,-0.6008100000000001,188.0,33850.0,50.0,7.0,22.074301873453518
45.58684,0.25359000000000004,99.0,16410.0,14.0,1.0,29.254029692470837
44.75141,-0.6537900000000001,57.0,33610.0,29.0,7.0,21.833297985153763
45.69944,0.25395,67.0,16430.0,14.0,1.0,29.26852244609403
44.86407,-0.33183,260.0,33750.0,19.0,7.0,22.1050901378579
45.95612,0.37899000000000005,73.0,16350.0,47.0,1.0,27.651272534464475
46.28049,-0.5868500000000001,303.0,79270.0,20.0,5.0,0.18176033934252386
46.00316,0.8499,253.0,16420.0,47.0,1.0,27.654171085189112
46.08626,-1.00953,319.0,17290.0,10.0,2.0,5.641375044185224
45.65323,-0.18348,191.0,16200.0,15.0,1.0,28.236638388123012
45.55861,0.007260000000000001,240.0,16440.0,14.0,1.0,29.242435489572287
45.01819,0.10683000000000001,217.0,24700.0,28.0,6.0,1.7650936726758573
43.63509,-1.3984800000000002,52.0,40130.0,33.0,9.0,0.8016790385295157
45.69924,0.25306,244.0,16430.0,14.0,1.0,29.259826793920112
45.74696,-0.44082000000000005,289.0,16370.0,15.0,1.0,28.23953693884765
45.64699,0.11142,11.0,16000.0,14.0,1.0,29.285913750441853
45.67789,-0.06942000000000001,218.0,16200.0,15.0,1.0,28.254029692470837
45.69046,0.16049000000000002,116.0,16160.0,14.0,1.0,29.26852244609403
45.70041,-0.4203,81.0,17610.0,11.0,2.0,5.480540827147402
45.93021,-0.1004,78.0,17510.0,45.0,2.0,5.456150583244963
45.51041,-0.2036,149.0,16300.0,59.0,1.0,27.59029692470838
45.55338,0.3498,239.0,16320.0,32.0,1.0,27.641975963237893
45.60442,0.26386000000000004,99.0,16410.0,14.0,1.0,29.254029692470837
44.88247,-1.07536,167.0,33680.0,38.0,7.0,21.72124425592082
44.97857,-0.45065000000000005,95.0,33240.0,68.0,7.0,21.772923294450337
45.67641,0.24108000000000002,244.0,16600.0,14.0,1.0,29.259826793920112
44.95125,-0.25365000000000004,247.0,33141.0,67.0,7.0,21.71834570519618
45.55392,0.21877000000000002,321.0,16410.0,14.0,1.0,29.254029692470837
45.3652,-0.52927,311.0,17150.0,56.0,2.0,5.5415164369035
45.90577,0.0568,4.0,16140.0,27.0,1.0,27.708748674443267
45.70529,0.2934,210.0,16600.0,14.0,1.0,29.259826793920112
45.78148,0.30523,145.0,16110.0,30.0,1.0,27.65706963591375
45.69414,0.33904,48.0,16110.0,30.0,1.0,27.651272534464475
45.73147,-0.65307,298.0,17100.0,11.0,2.0,5.483439377872039
45.56888,0.18517000000000003,321.0,16410.0,14.0,1.0,29.254029692470837
45.75272,0.61204,242.0,16310.0,47.0,1.0,27.651272534464475
45.40273,0.23579000000000003,299.0,16190.0,32.0,1.0,27.639077412513256
45.53455,0.38065000000000004,239.0,16320.0,32.0,1.0,27.641975963237893
46.19505,-1.07523,101.0,17139.0,10.0,2.0,5.626882290562036
45.76458,0.39889,316.0,16110.0,30.0,1.0,27.651272534464475
45.8241,0.19498000000000001,23.0,16560.0,27.0,1.0,27.700053022269355
45.63435,0.20295000000000002,313.0,16800.0,14.0,1.0,29.26272534464475
45.67317,-0.29647,79.0,16100.0,15.0,1.0,28.242435489572287
45.48673,-0.54751,211.0,17240.0,56.0,2.0,5.544414987628137
45.66813,-0.94935,305.0,17600.0,7.0,2.0,5.535118416401556
45.74658,-0.14332,308.0,16200.0,15.0,1.0,28.236638388123012
45.68332,-0.41140000000000004,263.0,17800.0,15.0,2.0,6.236638388123012
44.58511,-0.6221500000000001,267.0,33125.0,79.0,7.0,21.706150583244963
44.8253,-0.5155000000000001,106.0,33270.0,1.0,7.0,22.75782962177448
44.82548,-0.51587,106.0,33270.0,1.0,7.0,22.75782962177448
45.68508,0.15589,116.0,16160.0,14.0,1.0,29.26852244609403
45.69073,0.14516,292.0,16710.0,14.0,1.0,29.26272534464475
45.65118,0.11284000000000001,11.0,16000.0,14.0,1.0,29.285913750441853
44.97471,-0.34986,317.0,33240.0,67.0,7.0,21.71834570519618
45.53245,0.42179000000000005,85.0,16380.0,32.0,1.0,27.639077412513256
44.77648,-0.53605,336.0,33140.0,1.0,7.0,22.78101802757158
44.64391,-0.47959,287.0,33650.0,50.0,7.0,22.062707670554968
45.72941,-0.25433,246.0,16200.0,15.0,1.0,28.23953693884765
45.55824,0.14385,214.0,16440.0,14.0,1.0,29.248232591021562
45.5607,0.11945000000000001,214.0,16440.0,14.0,1.0,29.248232591021562
45.6819,0.17549,116.0,16160.0,14.0,1.0,29.26852244609403
45.66844,-0.9487200000000001,305.0,17600.0,7.0,2.0,5.535118416401556
45.74048,-0.39476000000000006,184.0,16100.0,15.0,1.0,28.245334040296925
44.87185,-1.12793,167.0,33680.0,38.0,7.0,21.72124425592082
45.68947,0.74819,271.0,87440.0,39.0,8.0,0.2650936726758572
45.96219,0.20355,335.0,16510.0,43.0,1.0,27.538016967126193
45.6259,0.26243,111.0,16410.0,14.0,1.0,29.236638388123012
45.01035,-0.39472,331.0,33240.0,68.0,7.0,21.76712619300106
45.7234,-0.17573000000000003,173.0,16200.0,15.0,1.0,28.23953693884765
45.56121,0.27911,98.0,16410.0,14.0,1.0,29.236638388123012
45.98629,0.13009,88.0,16240.0,43.0,1.0,27.52932131495228
45.63903,0.037340000000000005,327.0,16730.0,14.0,1.0,29.236638388123012
45.67745,0.17645000000000002,116.0,16160.0,14.0,1.0,29.26852244609403
44.96797,-0.70806,15.0,33460.0,37.0,7.0,21.76712619300106
45.68806,0.55195,345.0,16220.0,30.0,1.0,27.651272534464475
45.90954,0.47651000000000004,254.0,16450.0,47.0,1.0,27.651272534464475
45.72199,-0.36469,77.0,16370.0,15.0,1.0,28.2511311417462
46.4785,0.30862,126.0,86240.0,63.0,12.0,1.5423824673029338
45.26605,-0.5689000000000001,250.0,33820.0,53.0,7.0,21.7090491339696
45.68242,0.15995,116.0,16160.0,14.0,1.0,29.26852244609403
45.95708,0.8641900000000001,46.0,16420.0,47.0,1.0,27.659968186638388
45.95222,0.46927,162.0,16450.0,47.0,1.0,27.651272534464475
45.8329,0.27908000000000005,332.0,16230.0,27.0,1.0,27.70585012371863
45.6288,-0.03282,212.0,16120.0,15.0,1.0,28.23953693884765
45.63014,-0.014090000000000002,212.0,16120.0,15.0,1.0,28.23953693884765
44.58386,-1.21092,146.0,33260.0,2.0,7.0,21.693955461293744
45.66455,-0.95437,216.0,17600.0,7.0,2.0,5.52932131495228
44.74441,-1.11804,10.0,,12.0,,0.06387416048073524
45.75928,-0.01652,255.0,16170.0,74.0,1.0,27.56240721102863
45.6491,0.36573000000000006,76.0,16380.0,30.0,1.0,27.665765288087663
45.64936,0.36544000000000004,76.0,16380.0,30.0,1.0,27.665765288087663
45.64722,0.38127000000000005,76.0,16380.0,30.0,1.0,27.665765288087663
45.71277,0.11555000000000001,338.0,16430.0,14.0,1.0,29.236638388123012
45.53289,0.23342000000000002,109.0,16410.0,32.0,1.0,27.641975963237893
45.74293,0.26208000000000004,45.0,16590.0,14.0,1.0,29.26272534464475
45.76698,-0.027,255.0,16170.0,74.0,1.0,27.56240721102863
45.42374,0.11761,209.0,16190.0,32.0,1.0,27.641975963237893
45.40733,0.11761,209.0,16190.0,32.0,1.0,27.641975963237893
45.08486,-0.11253,150.0,33230.0,19.0,7.0,22.096394485683987
45.58116,0.20333,321.0,16410.0,14.0,1.0,29.254029692470837
45.7028,0.26324000000000003,67.0,16430.0,14.0,1.0,29.26852244609403
45.5563,-0.28747,277.0,16300.0,59.0,1.0,27.59029692470838
45.6532,-0.35057000000000005,115.0,16130.0,15.0,1.0,28.245334040296925
45.65021,0.11263000000000001,11.0,16000.0,14.0,1.0,29.285913750441853
44.74662,-0.63741,57.0,33610.0,29.0,7.0,21.833297985153763
44.75147,-0.65341,57.0,33610.0,29.0,7.0,21.833297985153763
45.55829,-0.23946,9.0,16300.0,15.0,1.0,28.23953693884765
45.55835,-0.23897000000000002,9.0,16300.0,15.0,1.0,28.23953693884765
45.88075,0.17772000000000002,193.0,16230.0,27.0,1.0,27.70585012371863
45.8805,0.18058000000000002,193.0,16230.0,27.0,1.0,27.70585012371863
45.8808,0.1739,193.0,16230.0,27.0,1.0,27.70585012371863
45.65976,0.16095,11.0,16000.0,14.0,1.0,29.285913750441853
44.890390000000004,-0.6801100000000001,163.0,33185.0,1.0,7.0,22.754931071049842
44.97713,-0.45327000000000006,95.0,33240.0,68.0,7.0,21.772923294450337
45.67295,0.11235,292.0,16730.0,14.0,1.0,29.26272534464475
45.9478,0.13054000000000002,70.0,16140.0,27.0,1.0,27.700053022269355
45.70487,0.19261,67.0,16430.0,14.0,1.0,29.26852244609403
45.77792,0.31195,3.0,16110.0,30.0,1.0,27.654171085189112
45.54948,0.122,214.0,16440.0,14.0,1.0,29.248232591021562
44.83744,-0.07309,268.0,33350.0,25.0,7.0,21.760728172499118
45.604810802555114,0.31560011208057404,307.0,16410.0,14.0,1.0,29.236638388123012
44.83741706544129,-0.07289305329322801,268.0,33350.0,25.0,7.0,21.760728172499118
44.84521442776982,-0.06334807723760601,268.0,33350.0,25.0,7.0,21.760728172499118
45.90287977659914,0.17074674367904602,261.0,16230.0,27.0,1.0,27.700053022269355
45.69290124666479,0.06663018061001401,20.0,16290.0,14.0,1.0,29.23953693884765
45.66165815251019,-0.804615765810012,199.0,17120.0,48.0,2.0,5.4741428066454585
45.6613575159419,-0.8047897741198541,199.0,17120.0,48.0,2.0,5.4741428066454585
45.66092471829682,-0.805282965302467,199.0,17120.0,48.0,2.0,5.4741428066454585
45.018818439426894,-0.24621907621622002,270.0,33910.0,19.0,7.0,22.096394485683987
44.83681837333722,1.270654391221316,58.0,24200.0,71.0,6.0,1.7650936726758573
46.03129220599822,0.031132064759731,225.0,16240.0,43.0,1.0,27.52932131495228
45.671826590912154,-0.038661360740661004,213.0,16290.0,15.0,1.0,28.236638388123012
45.638587397616504,0.070744939148426,221.0,16440.0,14.0,1.0,29.236638388123012
44.56395469615494,-0.027356855571269004,108.0,33190.0,75.0,7.0,21.681760339342524
45.642315239487296,-0.20487785339355402,306.0,16130.0,15.0,1.0,28.248232591021562
46.178201427230185,-1.289392523467541,142.0,17630.0,55.0,2.0,5.431760339342524
45.617575176447346,0.13230493780704802,140.0,16400.0,14.0,1.0,29.271420996818666
45.96516024121346,-0.5537842311846141,148.0,17400.0,45.0,2.0,5.456150583244963
45.601526357906614,0.26369648357239,99.0,16410.0,14.0,1.0,29.254029692470837
45.68670232638348,0.168782025575637,116.0,16160.0,14.0,1.0,29.26852244609403
45.66815435108618,-0.9494801541755531,305.0,17600.0,7.0,2.0,5.535118416401556
44.92525963147263,-0.5291076377034181,7.0,33440.0,1.0,7.0,22.766525273948393
44.929341797615905,-0.527786985039711,7.0,33440.0,1.0,7.0,22.766525273948393
45.60805961083825,0.12439816277277602,140.0,16400.0,14.0,1.0,29.271420996818666
45.615848971312474,0.132268319466364,140.0,16400.0,14.0,1.0,29.271420996818666
45.64612158758866,0.08251413702964701,181.0,16730.0,14.0,1.0,29.236638388123012
45.66715988233172,-0.262965250118391,114.0,16130.0,15.0,1.0,28.242435489572287
45.60354533545953,0.13907991349697102,140.0,16400.0,14.0,1.0,29.271420996818666
45.72709379227132,0.224940441548824,67.0,16430.0,14.0,1.0,29.26852244609403
44.964778240931864,-0.254583209753036,172.0,33500.0,19.0,7.0,22.11668434075645
45.75254493595652,-0.6307242250813151,298.0,17100.0,11.0,2.0,5.483439377872039
44.964667695505156,-0.254601314663887,172.0,33500.0,19.0,7.0,22.11668434075645
45.61034286901628,0.16190182417631102,343.0,16400.0,14.0,1.0,29.236638388123012
45.64719319703911,0.23451592773199,313.0,16800.0,14.0,1.0,29.26272534464475
